Customer ID,Customer Segment,Date,Day of Week,Month,Payment Method,Product Category,Product Subcategory,Quarter,Region,Sales Channel,Transaction ID,Avg Order Value,Cost of Goods Sold,Discount %,Discount Applied,Gross Margin,Marketing Expense,Price per Unit,Product Rating,Profit,Quantity,Shipping Cost %,Shipping Expense,Tax,Total Sales
3786,High-Value,03-01-2023,Tuesday,January,Debit Card,Home & Kitchen,Furniture,Q1,Gujarat,Online,474383,47093.39,37054.04,2.123440254e-06,0.1,0.152274661,2596.22,47093.39,4.06,7171.13,1,0.005775757,272,2956.94,47093.39
9368,High-Value,10-02-2023,Friday,February,Debit Card,Home & Kitchen,Decor,Q1,Haryana,Online,179203,48946.76,38230.02,2.043036148e-06,0.1,0.119193998,4565.85,48946.76,4.17,5834.16,1,0.006470908,316.73,3683.81,48946.76
7040,High-Value,03-03-2023,Friday,March,Debit Card,Home & Kitchen,Cookware,Q1,Haryana,Online,701213,71440.74,52427.16,1.399761537e-06,0.1,0.188559497,4658.63,35720.37,2.05,13470.83,2,0.012375572,884.12,5370.42,71440.74
2070,High-Value,14-03-2023,Tuesday,March,Debit Card,Home & Kitchen,Decor,Q1,Maharashtra,Online,963038,140186.97,105293.87,7.133330580e-07,0.1,0.176504635,9617.02,46728.99,1.84,24743.65,3,0.003797999,532.43,12035.2,140186.97
5545,High-Value,06-05-2023,Saturday,May,Debit Card,Home & Kitchen,Decor,Q2,Uttarakhand,Online,108462,12228.27,9605.15,8.177771672e-06,0.1,0.094800000,1160.99,12228.27,2.54,1159.24,1,0.024769653,302.89,1524.7,12228.27
3368,High-Value,14-05-2023,Sunday,May,Debit Card,Home & Kitchen,Cookware,Q2,Himachal Pradesh,Online,536714,21531.18,15952.36,4.644427291e-06,0.1,0.165381089,1560.68,10765.59,4,3560.85,2,0.021238502,457.29,1587.85,21531.18
2930,High-Value,04-06-2023,Sunday,June,Debit Card,Home & Kitchen,Furniture,Q2,Maharashtra,Online,667021,96239.4,63413.9,1.039075472e-06,0.1,0.248972043,8089.39,48119.7,2.57,23960.92,2,0.008054809,775.19,8364.93,96239.4
1867,High-Value,27-05-2023,Saturday,May,Debit Card,Home & Kitchen,Cookware,Q2,Haryana,Online,316584,28378.95,20447.44,3.523738546e-06,0.1,0.167412466,2489.94,9459.65,1.47,4750.99,3,0.024334234,690.58,4236.42,28378.95
1942,High-Value,10-04-2023,Monday,April,Debit Card,Home & Kitchen,Appliances,Q2,Himachal Pradesh,Online,660827,194708.68,119189,5.135877866e-07,0.1,0.302836422,14657.76,48677.17,4.76,58964.88,4,0.009742966,1897.04,20357.09,194708.68
9016,High-Value,24-05-2023,Wednesday,May,Debit Card,Home & Kitchen,Cookware,Q2,Madhya Pradesh,Online,525201,86597.55,61839.8,1.154767081e-06,0.1,0.194788421,6110.91,17319.51,4.85,16868.2,5,0.020539149,1778.64,5362.02,86597.55
4790,High-Value,31-08-2023,Thursday,August,Debit Card,Home & Kitchen,Decor,Q3,Himachal Pradesh,Online,479770,110008.65,76212.81,9.090194271e-07,0.1,0.249159225,5919.94,36669.55,1.53,27409.67,3,0.004238121,466.23,12586.91,110008.65
1366,High-Value,30-07-2023,Sunday,July,Debit Card,Home & Kitchen,Cookware,Q3,Madhya Pradesh,Online,965604,123658.05,81353.82,8.086816831e-07,0.1,0.272992417,8133.38,41219.35,4.21,33757.71,3,0.003340988,413.14,8490.71,123658.05
8359,High-Value,29-07-2023,Saturday,July,Debit Card,Home & Kitchen,Decor,Q3,Madhya Pradesh,Online,109325,38948.28,26006.45,2.567507474e-06,0.1,0.253021443,2650.14,9737.07,1.45,9854.75,4,0.011218467,436.94,2362.33,38948.28
7541,High-Value,30-11-2023,Thursday,November,Debit Card,Home & Kitchen,Furniture,Q4,Madhya Pradesh,Online,455887,17225.04,11193.59,5.805501758e-06,0.1,0.264150911,1080.68,17225.04,2.04,4550.01,1,0.023266129,400.76,2538.75,17225.04
7267,High-Value,20-12-2023,Wednesday,December,Debit Card,Home & Kitchen,Decor,Q4,Uttarakhand,Online,192159,38364.1,30646.71,2.606603569e-06,0.1,0.129384503,2574.7,38364.1,1.03,4963.72,1,0.004665038,178.97,5327.14,38364.1
7299,High-Value,26-12-2023,Tuesday,December,Debit Card,Home & Kitchen,Cookware,Q4,Punjab,Online,646061,97044.24,63858.59,1.030457861e-06,0.1,0.284588761,4958.2,48522.12,3.17,27617.7,2,0.006283217,609.75,12623.98,97044.24
9105,High-Value,20-03-2023,Monday,March,UPI,Home & Kitchen,Furniture,Q1,Himachal Pradesh,Online,750317,6160.93,4005.78,1.623131573e-05,0.1,0.204374989,406.42,6160.93,2.95,1259.14,1,0.079466899,489.59,831.17,6160.93
6156,High-Value,03-03-2023,Friday,March,UPI,Home & Kitchen,Appliances,Q1,Haryana,Online,397560,54894.82,40324.01,1.821665505e-06,0.1,0.196762463,2882,27447.41,4.64,10801.24,2,0.016168557,887.57,6225.54,54894.82
9922,High-Value,07-03-2023,Tuesday,March,UPI,Home & Kitchen,Decor,Q1,Uttarakhand,Online,965253,26559.44,17912.75,3.765139626e-06,0.1,0.230237535,1800.15,13279.72,3.58,6114.98,2,0.027544255,731.56,2258.98,26559.44
7025,High-Value,10-03-2023,Friday,March,UPI,Home & Kitchen,Cookware,Q1,Haryana,Online,261478,37140.96,22994.69,2.692445214e-06,0.1,0.265204238,2620.28,9285.24,3.89,9849.94,4,0.045126728,1676.05,4474.52,37140.96
8737,High-Value,18-01-2023,Wednesday,January,UPI,Home & Kitchen,Cookware,Q1,Uttarakhand,Online,206143,152205.6,100706.2,6.570060497e-07,0.1,0.266722315,10035.07,38051.4,1.61,40596.63,4,0.005700841,867.7,14697.85,152205.6
2907,High-Value,11-06-2023,Sunday,June,UPI,Home & Kitchen,Cookware,Q2,Madhya Pradesh,Online,443336,18728.48,12775.48,5.339461611e-06,0.1,0.233960791,1234.13,18728.48,1.91,4381.73,1,0.018001461,337.14,2312.24,18728.48
6566,High-Value,28-05-2023,Sunday,May,UPI,Home & Kitchen,Cookware,Q2,Madhya Pradesh,Online,754529,30142.09,22636.74,3.317619979e-06,0.1,0.188155168,1589.84,30142.09,3.23,5671.39,1,0.008098974,244.12,1846.83,30142.09
9560,High-Value,18-04-2023,Tuesday,April,UPI,Home & Kitchen,Cookware,Q2,Maharashtra,Online,717537,27312.73,16671.22,3.661296399e-06,0.1,0.308330218,1990.82,27312.73,4.58,8421.34,1,0.008397183,229.35,4003.92,27312.73
4471,High-Value,15-05-2023,Monday,May,UPI,Home & Kitchen,Appliances,Q2,Uttarakhand,Online,482818,26813.04,18164.79,3.729528617e-06,0.1,0.195647715,2037.73,8937.68,2.87,5245.91,3,0.050893520,1364.61,2646.29,26813.04
1831,High-Value,30-05-2023,Tuesday,May,UPI,Home & Kitchen,Cookware,Q2,Uttarakhand,Online,695300,110553.33,68344.84,9.045408221e-07,0.1,0.291383805,9646.68,36851.11,1.56,32213.45,3,0.003151058,348.36,14987.54,110553.33
8081,High-Value,23-08-2023,Wednesday,August,UPI,Home & Kitchen,Decor,Q3,Gujarat,Online,983973,11879.38,8166.46,8.417947738e-06,0.1,0.203858282,961.92,5939.69,2.71,2421.71,2,0.027719460,329.29,1360.55,11879.38
9218,High-Value,02-09-2023,Saturday,September,UPI,Home & Kitchen,Appliances,Q3,Punjab,Online,284012,61040.24,43034.09,1.638263545e-06,0.1,0.212045529,4397.81,30520.12,1.24,12943.31,2,0.010894944,665.03,7021.2,61040.24
3987,High-Value,12-09-2023,Tuesday,September,UPI,Home & Kitchen,Cookware,Q3,Himachal Pradesh,Online,862749,142227.99,109763.71,7.030964861e-07,0.1,0.132617919,12717.35,47409.33,1.96,18861.98,3,0.006222052,884.95,19016.73,142227.99
8985,High-Value,05-09-2023,Tuesday,September,UPI,Home & Kitchen,Appliances,Q3,Madhya Pradesh,Online,286917,69799.02,48378.5,1.432684872e-06,0.1,0.218442895,5306.37,23266.34,1.42,15247.1,3,0.012422094,867.05,9433.65,69799.02
8795,High-Value,25-07-2023,Tuesday,July,UPI,Home & Kitchen,Cookware,Q3,Uttarakhand,Online,415311,170912.5,125938.73,5.850947122e-07,0.1,0.171301806,14647.78,34182.5,3.54,29277.62,5,0.006133957,1048.37,19117.49,170912.5
8598,High-Value,10-11-2023,Friday,November,UPI,Home & Kitchen,Decor,Q4,Maharashtra,Online,658371,91490.28,64885.02,1.093012285e-06,0.1,0.221324058,5690.37,45745.14,2.68,20249,2,0.007278260,665.89,9513.34,91490.28
9862,High-Value,25-11-2023,Saturday,November,UPI,Home & Kitchen,Cookware,Q4,Himachal Pradesh,Online,102693,178890.95,142579.77,5.589997705e-07,0.1,0.134661256,11664.25,35778.19,1.78,24089.68,5,0.003115026,557.25,20206.17,178890.95
8326,High-Value,01-02-2023,Wednesday,February,Cash,Home & Kitchen,Appliances,Q1,Haryana,Online,608870,83121.5,60038.13,1.804587261e-06,0.15,0.192177355,6950.73,41560.75,2,15974.07,2,0.001907689,158.57,5372.65,83121.5
9777,High-Value,06-01-2023,Friday,January,Cash,Home & Kitchen,Decor,Q1,Maharashtra,Online,404530,21275.73,15044,7.050286876e-06,0.15,0.176160818,1071.32,7091.91,2.23,3747.95,3,0.066388321,1412.46,2094.34,21275.73
6619,High-Value,07-03-2023,Tuesday,March,Cash,Home & Kitchen,Cookware,Q1,Maharashtra,Online,646003,139734.87,108892.3,1.073461477e-06,0.15,0.136134166,10672.07,46578.29,3.48,19022.69,3,0.008214199,1147.81,11463.29,139734.87
1572,High-Value,22-01-2023,Sunday,January,Cash,Home & Kitchen,Decor,Q1,Gujarat,Online,941872,112753.25,84748.87,1.330338593e-06,0.15,0.160285668,8015.19,22550.65,2.8,18072.73,5,0.016996938,1916.46,5795.62,112753.25
7155,High-Value,23-05-2023,Tuesday,May,Cash,Home & Kitchen,Cookware,Q2,Gujarat,Online,288433,16809.18,11719.99,8.923695267e-06,0.15,0.197439732,1461.2,8404.59,4.4,3318.8,2,0.018394116,309.19,2088.17,16809.18
5715,High-Value,01-06-2023,Thursday,June,Cash,Home & Kitchen,Appliances,Q2,Gujarat,Online,372028,68637.56,50267.99,2.185392371e-06,0.15,0.165873029,5647.16,17159.39,1.5,11385.12,4,0.019483356,1337.29,9566.47,68637.56
9894,High-Value,10-05-2023,Wednesday,May,Cash,Home & Kitchen,Appliances,Q2,Uttarakhand,Online,759664,136637.5,86070.47,1.097795261e-06,0.15,0.282566938,10133.85,27327.5,2.52,38609.24,5,0.013348751,1823.94,16981.64,136637.5
3778,High-Value,09-08-2023,Wednesday,August,Cash,Home & Kitchen,Furniture,Q3,Gujarat,Online,628133,55151.16,43411.94,2.719797734e-06,0.15,0.133163654,3201.68,13787.79,4.49,7344.13,4,0.021638892,1193.41,7470.84,55151.16
9024,High-Value,01-09-2023,Friday,September,Cash,Home & Kitchen,Furniture,Q3,Uttarakhand,Online,395965,107682.88,75538.88,1.392979088e-06,0.15,0.227007487,5809.63,26920.72,2.14,24444.82,4,0.017547358,1889.55,12118.48,107682.88
2805,High-Value,29-09-2023,Friday,September,Cash,Home & Kitchen,Appliances,Q3,Maharashtra,Online,920471,118875.3,86503.3,1.261826469e-06,0.15,0.192765192,8783.89,23775.06,3.45,22915.02,5,0.005662152,673.09,7254.26,118875.3
7077,High-Value,02-12-2023,Saturday,December,Cash,Home & Kitchen,Appliances,Q4,Maharashtra,Online,269646,41355.51,29700.32,3.627086209e-06,0.15,0.182862211,3704.48,41355.51,2.72,7562.36,1,0.009390526,388.35,4045.87,41355.51
4983,High-Value,19-10-2023,Thursday,October,Cash,Home & Kitchen,Appliances,Q4,Himachal Pradesh,Online,805285,95894.67,68470.96,1.564216239e-06,0.15,0.202234180,6904.14,31964.89,3.09,19393.18,3,0.011746117,1126.39,13667.27,95894.67
9843,High-Value,26-10-2023,Thursday,October,Cash,Home & Kitchen,Furniture,Q4,Madhya Pradesh,Online,989141,33721.36,26117.96,4.448219170e-06,0.15,0.130306132,1740.29,8430.34,1.41,4394.1,4,0.043563190,1469.01,3353.61,33721.36
4019,High-Value,17-11-2023,Friday,November,Cash,Home & Kitchen,Appliances,Q4,Haryana,Online,765044,146016.3,97868.01,1.027282571e-06,0.15,0.229269403,12735.1,29203.26,2.24,33477.07,5,0.013259616,1936.12,8461.17,146016.3
5120,High-Value,02-12-2023,Saturday,December,Cash,Home & Kitchen,Appliances,Q4,Himachal Pradesh,Online,888324,110426.75,68242.95,1.358366519e-06,0.15,0.282570392,10408.17,22085.35,1.62,31203.33,5,0.005182621,572.3,7966.81,110426.75
9012,High-Value,07-10-2023,Saturday,October,Cash,Home & Kitchen,Furniture,Q4,Punjab,Online,626901,106350.5,82363.89,1.410430604e-06,0.15,0.137006972,8230.57,21270.1,1.54,14570.76,5,0.011145035,1185.28,11076.7,106350.5
1278,High-Value,25-01-2023,Wednesday,January,Credit Card,Home & Kitchen,Cookware,Q1,Punjab,Online,687534,39043.36,28415.86,3.841882461e-06,0.15,0.207281597,2288.33,19521.68,3.94,8092.97,2,0.006305810,246.2,2778.14,39043.36
9343,High-Value,27-01-2023,Friday,January,Credit Card,Home & Kitchen,Cookware,Q1,Gujarat,Online,393327,22528.41,17439.32,6.658259504e-06,0.15,0.125130446,1269.94,7509.47,1.13,2818.99,3,0.044395499,1000.16,2111.68,22528.41
6845,High-Value,24-03-2023,Friday,March,Credit Card,Home & Kitchen,Appliances,Q1,Gujarat,Online,805396,60096.04,41782.22,2.496004728e-06,0.15,0.198080273,5153.78,15024.01,4,11903.84,4,0.020903208,1256.2,4847.24,60096.04
2346,High-Value,04-01-2023,Wednesday,January,Credit Card,Home & Kitchen,Furniture,Q1,Punjab,Online,663954,96447.25,75622.15,1.555254297e-06,0.15,0.139222321,6572.03,19289.45,4.05,13427.61,5,0.008558668,825.46,13666.03,96447.25
1597,High-Value,04-04-2023,Tuesday,April,Credit Card,Home & Kitchen,Furniture,Q2,Madhya Pradesh,Online,185129,42223.61,29667.58,3.552514813e-06,0.15,0.240578435,2139.73,42223.61,1.08,10158.09,1,0.006115299,258.21,5361.71,42223.61
4592,High-Value,18-05-2023,Thursday,May,Credit Card,Home & Kitchen,Appliances,Q2,Gujarat,Online,854902,44091.84,34674.22,3.401990028e-06,0.15,0.139443942,2405.73,11022.96,1.88,6148.34,4,0.019585257,863.55,5024.39,44091.84
1773,High-Value,21-05-2023,Sunday,May,Credit Card,Home & Kitchen,Cookware,Q2,Uttarakhand,Online,905951,49417.48,32614.66,3.035363195e-06,0.15,0.223637668,4060.76,12354.37,1.23,11051.61,4,0.034207531,1690.45,4145.42,49417.48
2803,High-Value,07-09-2023,Thursday,September,Credit Card,Home & Kitchen,Appliances,Q3,Madhya Pradesh,Online,374795,29434,23276.2,5.096147313e-06,0.15,0.119166610,1730.75,14717,2.75,3507.55,2,0.031239383,919.5,3296.36,29434
5105,High-Value,09-07-2023,Sunday,July,Credit Card,Home & Kitchen,Furniture,Q3,Gujarat,Online,544976,62539.11,49654.82,2.398499115e-06,0.15,0.094278125,5933.9,20846.37,1.63,5896.07,3,0.016858571,1054.32,4235.63,62539.11
6136,High-Value,30-09-2023,Saturday,September,Credit Card,Home & Kitchen,Appliances,Q3,Uttarakhand,Online,838265,54914.82,41909.88,2.731503081e-06,0.15,0.144325885,4433.74,18304.94,2.96,7925.63,3,0.011755843,645.57,3519.58,54914.82
8519,High-Value,16-09-2023,Saturday,September,Credit Card,Home & Kitchen,Cookware,Q3,Uttarakhand,Online,319841,126624.18,100029.9,1.184607869e-06,0.15,0.139926039,7391.5,42208.06,2.76,17718.02,3,0.011725723,1484.76,18815.38,126624.18
4077,High-Value,05-09-2023,Tuesday,September,Credit Card,Home & Kitchen,Appliances,Q3,Uttarakhand,Online,947769,53722.26,33429.28,2.792138678e-06,0.15,0.279322203,3874.34,17907.42,3.86,15005.82,3,0.026298596,1412.82,7190.31,53722.26
8440,High-Value,31-08-2023,Thursday,August,Credit Card,Home & Kitchen,Furniture,Q3,Maharashtra,Online,267438,39547.88,25887.66,3.792870819e-06,0.15,0.255492077,3251.08,9886.97,4.05,10104.17,4,0.007711412,304.97,3020.99,39547.88
4203,High-Value,24-10-2023,Tuesday,October,Credit Card,Home & Kitchen,Appliances,Q4,Madhya Pradesh,Online,244491,64775.74,51026.85,2.315681766e-06,0.15,0.142900567,3585.84,32387.87,1.48,9256.49,2,0.013995363,906.56,3267.23,64775.74
8426,High-Value,10-12-2023,Sunday,December,Credit Card,Home & Kitchen,Appliances,Q4,Uttarakhand,Online,152439,60044.1,36736.53,2.498163850e-06,0.15,0.305044292,4150.8,30022.05,1.16,18316.11,2,0.014000709,840.66,6763.5,60044.1
1240,High-Value,15-11-2023,Wednesday,November,Credit Card,Home & Kitchen,Furniture,Q4,Haryana,Online,807428,41370.6,25650.82,3.625763223e-06,0.15,0.241909955,3864.57,10342.65,1.59,10007.96,4,0.044651274,1847.25,3098.76,41370.6
2533,High-Value,11-11-2023,Saturday,November,Credit Card,Home & Kitchen,Cookware,Q4,Madhya Pradesh,Online,413811,166555.32,121891.22,9.006016740e-07,0.15,0.193371668,12191.59,41638.83,1.94,32207.08,4,0.001593645,265.43,15408.86,166555.32
3355,High-Value,25-11-2023,Saturday,November,Credit Card,Home & Kitchen,Appliances,Q4,Uttarakhand,Online,917348,162862.7,110076.36,9.210212038e-07,0.15,0.237364971,12850.29,32572.54,2.9,38657.9,5,0.007848022,1278.15,17521.64,162862.7
9943,High-Value,09-02-2023,Thursday,February,Debit Card,Home & Kitchen,Furniture,Q1,Gujarat,Online,588847,15766.6,10022.46,9.513782299e-06,0.15,0.244749661,1568.43,7883.3,4.64,3858.87,2,0.020095645,316.84,1879.24,15766.6
8427,High-Value,29-01-2023,Sunday,January,Debit Card,Home & Kitchen,Decor,Q1,Uttarakhand,Online,455027,10587.64,8460.46,1.416746319e-05,0.15,0.086109841,802.77,5293.82,1.66,911.7,2,0.038980358,412.71,1038.42,10587.64
4492,High-Value,01-04-2023,Saturday,April,Debit Card,Home & Kitchen,Decor,Q2,Haryana,Online,268516,40090.02,30865.98,3.741579575e-06,0.15,0.151808106,3019.7,40090.02,1.38,6085.99,1,0.002952106,118.35,3333.85,40090.02
2610,High-Value,05-05-2023,Friday,May,Debit Card,Home & Kitchen,Furniture,Q2,Himachal Pradesh,Online,207283,74858.1,48254.36,2.003791173e-06,0.15,0.255900831,6689.67,37429.05,1.6,19156.25,2,0.010123420,757.82,4093.97,74858.1
2426,High-Value,10-07-2023,Monday,July,Debit Card,Home & Kitchen,Cookware,Q3,Punjab,Online,588141,96040.84,58933.1,1.561835569e-06,0.15,0.328970884,5214.8,48020.42,3.69,31594.64,2,0.003105970,298.3,8945.23,96040.84
7854,High-Value,28-07-2023,Friday,July,Debit Card,Home & Kitchen,Appliances,Q3,Gujarat,Online,947921,61886.04,47554.48,2.423809958e-06,0.15,0.136803227,5345.43,20628.68,3.91,8466.21,3,0.008401248,519.92,4371.09,61886.04
5263,High-Value,23-09-2023,Saturday,September,Debit Card,Home & Kitchen,Cookware,Q3,Gujarat,Online,558181,43895.85,30173.36,3.417179528e-06,0.15,0.179039476,4096.73,8779.17,4.88,7859.09,5,0.040246857,1766.67,3136.12,43895.85
2657,High-Value,28-07-2023,Friday,July,Debit Card,Home & Kitchen,Furniture,Q3,Himachal Pradesh,Online,531200,100513.5,72917.26,1.492336850e-06,0.15,0.167707621,9562.05,20102.7,4.16,16856.88,5,0.011712954,1177.31,9094.2,100513.5
1884,High-Value,11-12-2023,Monday,December,Debit Card,Home & Kitchen,Cookware,Q4,Punjab,Online,914511,53917.1,42349.48,2.782048738e-06,0.15,0.146821880,3249.14,26958.55,1.88,7916.21,2,0.007460898,402.27,2752.23,53917.1
6391,High-Value,27-11-2023,Monday,November,Debit Card,Home & Kitchen,Cookware,Q4,Himachal Pradesh,Online,687907,91185.85,61594.54,1.644992068e-06,0.15,0.240532934,6861.1,18237.17,1.84,21933.2,5,0.008740501,797.01,5358.75,91185.85
3052,High-Value,14-03-2023,Tuesday,March,UPI,Home & Kitchen,Cookware,Q1,Himachal Pradesh,Online,501511,26473.89,17882.61,5.665959933e-06,0.15,0.268566501,1348.42,26473.89,2.62,7110,1,0.005018530,132.86,2254.93,26473.89
9081,High-Value,25-02-2023,Saturday,February,UPI,Home & Kitchen,Furniture,Q1,Haryana,Online,684064,10835.4,7579.3,1.384351293e-05,0.15,0.181165439,910.42,5417.7,1.35,1963,2,0.035317570,382.68,612.37,10835.4
3262,High-Value,01-01-2023,Sunday,January,UPI,Home & Kitchen,Cookware,Q1,Gujarat,Online,742899,57202.68,35953.37,2.622254761e-06,0.15,0.288046994,3659.49,19067.56,2.18,16477.06,3,0.019452935,1112.76,3060.6,57202.68
2588,High-Value,07-02-2023,Tuesday,February,UPI,Home & Kitchen,Furniture,Q1,Uttarakhand,Online,850731,109686.92,85293.59,1.367528599e-06,0.15,0.128980283,9075.52,27421.73,4.91,14147.45,4,0.010670005,1170.36,15480.44,109686.92
2950,High-Value,22-03-2023,Wednesday,March,UPI,Home & Kitchen,Cookware,Q1,Gujarat,Online,328086,239674.15,172507.27,6.258497214e-07,0.15,0.189178683,21074.03,47934.83,4.81,45341.24,5,0.003135966,751.61,28074.59,239674.15
1238,High-Value,25-04-2023,Tuesday,April,UPI,Home & Kitchen,Furniture,Q2,Haryana,Online,212332,38069.85,25293.25,3.940125848e-06,0.15,0.265688727,2312.01,12689.95,3.51,10114.73,3,0.009189950,349.86,3256.67,38069.85
3741,High-Value,27-05-2023,Saturday,May,UPI,Home & Kitchen,Cookware,Q2,Gujarat,Online,178295,68613.6,47658.76,2.186155514e-06,0.15,0.223114222,4002.93,17153.4,1.23,15308.67,4,0.023949188,1643.24,9711.64,68613.6
7543,High-Value,14-04-2023,Friday,April,UPI,Home & Kitchen,Furniture,Q2,Punjab,Online,266800,164606.35,122811.58,9.112649664e-07,0.15,0.146299520,15881.1,32921.27,3.51,24081.83,5,0.011128611,1831.84,20990.94,164606.35
5104,High-Value,02-08-2023,Wednesday,August,UPI,Home & Kitchen,Appliances,Q3,Gujarat,Online,548364,41186.08,26510.46,3.642007202e-06,0.15,0.260855852,3811.74,41186.08,3.22,10743.63,1,0.002919676,120.25,2515.28,41186.08
9746,High-Value,24-09-2023,Sunday,September,UPI,Home & Kitchen,Decor,Q3,Haryana,Online,203663,21299.25,14304.65,7.042501497e-06,0.15,0.232574856,1221.4,7099.75,3.57,4953.67,3,0.038476942,819.53,2460.41,21299.25
6813,High-Value,18-08-2023,Friday,August,UPI,Home & Kitchen,Cookware,Q3,Maharashtra,Online,903873,77771.37,52386,1.928730328e-06,0.15,0.228065161,6261.77,25923.79,2.43,17736.94,3,0.017829955,1386.66,4983.89,77771.37
1983,High-Value,15-07-2023,Saturday,July,UPI,Home & Kitchen,Cookware,Q3,Maharashtra,Online,838679,43044.24,25988.33,3.484786815e-06,0.15,0.296905695,2881.17,14348.08,3.94,12780.08,3,0.032400619,1394.66,6137.23,43044.24
8501,High-Value,17-09-2023,Sunday,September,UPI,Home & Kitchen,Appliances,Q3,Punjab,Online,578485,69055.95,42733.69,2.172151712e-06,0.15,0.288880249,6217.74,23018.65,1.49,19948.9,3,0.002253535,155.62,7783.43,69055.95
3314,High-Value,02-09-2023,Saturday,September,UPI,Home & Kitchen,Appliances,Q3,Madhya Pradesh,Online,808142,159920.28,117598.77,9.379673422e-07,0.15,0.198713384,10067.21,39980.07,2.89,31778.3,4,0.002976483,476,21390.54,159920.28
8310,High-Value,08-10-2023,Sunday,October,UPI,Home & Kitchen,Cookware,Q4,Madhya Pradesh,Online,341146,77254.44,60564.4,1.941635976e-06,0.15,0.114662665,7528.04,38627.22,2.74,8858.2,2,0.003932460,303.8,4164.54,77254.44
7827,High-Value,25-10-2023,Wednesday,October,UPI,Home & Kitchen,Decor,Q4,Haryana,Online,680404,130540.5,96621.36,1.149068680e-06,0.15,0.163289937,11575.23,43513.5,1.14,21315.95,3,0.007874644,1027.96,18677.52,130540.5
4757,High-Value,21-11-2023,Tuesday,November,UPI,Home & Kitchen,Appliances,Q4,Uttarakhand,Online,362407,128430.88,97008.35,1.167943410e-06,0.15,0.180596987,7297.69,32107.72,3.65,23194.23,4,0.007245999,930.61,9942.84,128430.88
1396,High-Value,25-01-2023,Wednesday,January,Cash,Beauty,Fragrances,Q1,Haryana,Retail Store,846388,33599.31,22694.6,,,0.241613593,2680.13,33599.31,2.23,8118.05,1,0.003170601,106.53,2881.27,33599.31
6393,High-Value,24-03-2023,Friday,March,Cash,Beauty,Makeup,Q1,Gujarat,Retail Store,146322,40695.58,26124.12,,,0.265700354,2872.51,20347.79,3.02,10812.83,2,0.021774355,886.12,3348.76,40695.58
8063,High-Value,26-04-2023,Wednesday,April,Cash,Beauty,Haircare,Q2,Haryana,Retail Store,626427,16767.3,12779.93,,,0.078897020,1305.29,5589.1,4.63,1322.89,3,0.081061948,1359.19,2291.61,16767.3
4853,High-Value,26-05-2023,Friday,May,Cash,Beauty,Fragrances,Q2,Uttarakhand,Retail Store,563700,101999.13,69328.58,,,0.256982584,5497.74,33999.71,1.88,26212,3,0.009419786,960.81,7206.26,101999.13
5571,High-Value,25-04-2023,Tuesday,April,Cash,Beauty,Skincare,Q2,Madhya Pradesh,Retail Store,898981,169809.56,123472.98,,,0.216998913,9050.27,42452.39,4.09,36848.49,4,0.002578300,437.82,22189.39,169809.56
5509,High-Value,22-06-2023,Thursday,June,Cash,Beauty,Fragrances,Q2,Uttarakhand,Retail Store,607785,171514.96,109097.39,,,0.307046336,9422.54,42878.74,3.16,52663.04,4,0.001935633,331.99,25099.1,171514.96
3353,High-Value,28-09-2023,Thursday,September,Cash,Beauty,Fragrances,Q3,Maharashtra,Retail Store,519371,9112.25,6566.79,,,0.175866553,751.57,9112.25,2.39,1602.54,1,0.020999204,191.35,775.57,9112.25
8161,High-Value,11-08-2023,Friday,August,Cash,Beauty,Makeup,Q3,Punjab,Retail Store,799261,35537.76,26688.66,,,0.164076745,2603.75,35537.76,4.86,5830.92,1,0.011661680,414.43,4840.96,35537.76
9308,High-Value,04-09-2023,Monday,September,Cash,Beauty,Haircare,Q3,Haryana,Retail Store,390409,65584.42,50524.92,,,0.132126807,5802.55,32792.21,3.63,8665.46,2,0.009018758,591.49,8397.21,65584.42
9043,High-Value,06-09-2023,Wednesday,September,Cash,Beauty,Skincare,Q3,Punjab,Retail Store,940756,148037.84,104244.21,,,0.202653794,13009.06,37009.46,4.92,30000.43,4,0.005296889,784.14,15017.11,148037.84
8987,High-Value,04-08-2023,Friday,August,Cash,Beauty,Haircare,Q3,Maharashtra,Retail Store,523443,143312.95,99712.13,,,0.226909013,8639.36,28662.59,3.29,32519,5,0.017042842,2442.46,16191.98,143312.95
8843,High-Value,16-12-2023,Saturday,December,Cash,Beauty,Makeup,Q4,Maharashtra,Retail Store,679803,34692.69,27143.03,,,0.141087647,2600.76,34692.69,2.25,4894.71,1,0.001562001,54.19,4325.35,34692.69
8182,High-Value,09-10-2023,Monday,October,Cash,Beauty,Fragrances,Q4,Uttarakhand,Retail Store,949370,48982.56,29445.25,,,0.336604498,2635.07,48982.56,4.73,16487.75,1,0.008461991,414.49,2643.59,48982.56
8978,High-Value,14-12-2023,Thursday,December,Cash,Beauty,Haircare,Q4,Uttarakhand,Retail Store,436443,53869.44,32985.06,,,0.328599481,2895.32,26934.72,4,17701.47,2,0.005338648,287.59,3601.28,53869.44
2002,High-Value,31-12-2023,Sunday,December,Cash,Beauty,Haircare,Q4,Uttarakhand,Retail Store,617782,73733.67,52649.51,,,0.190250804,6116.66,24577.89,1.93,14027.89,3,0.012743296,939.61,8306.07,73733.67
